p10,p25,p50,p75,p90,metric,comid,result_type,gageid,gagetype,station_nm,lat,lon,MP_metric,class3_id,class3_name,CLASS_NAME
4.4,5,6,11,47.59999999999998,FA_Tim,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
0.27777777777777773,0.31818181818181823,0.4365079365079365,0.75,1,SP_ROC,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
57.8,60,122,234,270.1999999999999,SP_Dur,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
5.59,7.325,9.2,11.35,14.549999999999995,SP_Mag,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
8.8,62,197,325,347.2,SP_Tim,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
55.2,61.5,72,203.5,282.4,Wet_BFL_Dur,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
0,0,0,0,0,Wet_BFL_Mag_10,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
0.8499999999999999,2.125,4.25,9.625,12.849999999999998,Wet_BFL_Mag_50,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
23.1,39.75,83.5,151.75,212.50000000000003,Wet_Tim,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
91.25,103.625,124.25,144.875,157.25,Peak_Tim_10,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
69.6,138,165.5,197,271.4,Peak_Tim_2,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
166.25,167.375,169.25,171.125,172.25,Peak_Tim_5,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
3.9000000000000026,8.25,15.5,22.75,27.1,Peak_Dur_10,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
1,1,2,7,24.39999999999999,Peak_Dur_2,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
8.100000000000003,12.75,20.5,28.25,32.9,Peak_Dur_5,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
16.92,16.92,16.92,16.92,16.92,Peak_10,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
10,10,10,10,10,Peak_2,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
12.84,12.84,12.84,12.84,12.84,Peak_5,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
1.5000000000000004,2.25,3.5,4.75,5.5,Peak_Fre_10,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
1,1,2,4,5.199999999999999,Peak_Fre_2,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
3.3000000000000003,3.75,4.5,5.25,5.699999999999999,Peak_Fre_5,22558244,observed,11049590,ALT,SANTA ANA R CANAL GREENSPOT SPILL NR MENTONE CA,34.1089004,-117.096702,0.39583333333333337,2,MIXED,low-volume snowmelt and rain
173.79999999999998,201.5,246,303,333.2,DS_Dur_WS,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
218.8,230.5,261,298,332.8,DS_Tim,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
0,0.025,0.11,1.19,6.477999999999998,DS_Mag_50,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
0.2376000000000003,0.41,3.4739999999999993,12,20.95,DS_Mag_90,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
2.5,3,5,8,13,FA_Dur,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1.7324171269896569,2.3125942545280243,7.829293293379841,18.898386903046585,64.34858102868402,FA_Mag,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
3,5,22,63.25,67,FA_Tim,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
0.02843856749311295,0.03896283721103703,0.06422018348623854,0.20096738231380587,0.4655861946272906,SP_ROC,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
16.4,24.5,60,112.5,133.8,SP_Dur,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
46.16,81.4,205,397,880.8000000000001,SP_Mag,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
140.8,169.5,204,220.5,233.6,SP_Tim,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
21,27,40,76,133,Wet_BFL_Dur,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
0,0.01,5.245,18.2,49,Wet_BFL_Mag_10,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
0,0.44,54.7,140,248,Wet_BFL_Mag_50,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
46,104,150,184,186,Wet_Tim,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
144.4,145,146,150.5,153.2,Peak_Tim_10,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
127.45,138.25,154,188.75,219.5,Peak_Tim_2,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
130,144.375,149.75,176.125,203.75,Peak_Tim_5,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1.2,1.5,2,4.5,5.999999999999999,Peak_Dur_10,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
6.1,11.5,23,62.75,76.7,Peak_Dur_2,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1,1,2.5,7,8.5,Peak_Dur_5,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1124.5,1124.5,1124.5,1124.5,1124.5,Peak_10,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
157.5,157.5,157.5,157.5,157.5,Peak_2,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
837,837,837,837,837,Peak_5,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1.2,1.5,2,2.5,2.8,Peak_Fre_10,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1,1.75,3,3.5,5.9,Peak_Fre_2,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1,1,1.5,2.75,3.5,Peak_Fre_5,22558244,observed,11051499,ALT,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005911,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
109,146.75,189,227.25,251,DS_Dur_WS,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
225.4,249,286,326.5,336.6,DS_Tim,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
0,0.1,1.1825,2.9,8.05,DS_Mag_50,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
0.17,0.7750000000000001,3.8400000000000007,10.775,24.5,DS_Mag_90,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
2,3,4,6,10,FA_Dur,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
4.236220191207534,8.08102775138461,15.814713720638258,46.717704373696854,101.29791133630977,FA_Mag,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
0,4,18,40,62.900000000000006,FA_Tim,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
0.04368913294217943,0.05958320828331327,0.09032634032634036,0.1359614750041248,0.22153846153846168,SP_ROC,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
32.6,57.75,106,136.5,173.7,SP_Dur,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
33.800000000000004,65.2,139,358,983.6000000000004,SP_Mag,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
113.2,155,184,206,233.2,SP_Tim,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
24,33,64,122,151.8,Wet_BFL_Dur,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
0,0.035,2.14,9.722500000000002,36,Wet_BFL_Mag_10,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
0.4830000000000006,2.525,11.95,99.25,207.00000000000017,Wet_BFL_Mag_50,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
37.3,66,94.5,125.5,168,Wet_Tim,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
68.75,122.75,137.75,158,161.75,Peak_Tim_10,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
83.89999999999999,121.5,146.5,167.375,190.9,Peak_Tim_2,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
74.25,106.625,131.5,148.875,162.1,Peak_Tim_5,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
1,1,2,3.25,6.700000000000001,Peak_Dur_10,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
1,2,4,13.25,34.700000000000024,Peak_Dur_2,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
1,1,2,3.5,5,Peak_Dur_5,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
1940.000000000001,1940.000000000001,1940.000000000001,1940.000000000001,1940.000000000001,Peak_10,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
351,351,351,351,351,Peak_2,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
1306,1306,1306,1306,1306,Peak_5,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
1,1,1.5,2,2,Peak_Fre_10,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
1,1,2,3,6,Peak_Fre_2,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
1,1,1.5,2,2,Peak_Fre_5,22558244,observed,11051500,ALT,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,0.2857142857142857,2,MIXED,low-volume snowmelt and rain
89.5,101,172.5,203.75,275,DS_Dur_WS,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
294.9,301,311.5,339,381.4,DS_Tim,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
0.01,0.14,0.49,1.7312500000000002,4.952500000000001,DS_Mag_50,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
0.06,0.3525,1.5800000000000003,5.563750000000001,9.020000000000008,DS_Mag_90,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
2,3,3.5,4.75,5.700000000000001,FA_Dur,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
3.1390263243941847,6.517688764651991,9.673615525902408,16.006861775095835,17.255185296864227,FA_Mag,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
0.5999999999999996,2.5,9.5,26.25,56.400000000000034,FA_Tim,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
0.03183488612836442,0.04672979459564832,0.05395578085123175,0.08085424133811232,0.1163157894736842,SP_ROC,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
12,39.75,84.5,124.5,192.49999999999997,SP_Dur,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
6.98,15.25,20,30.225,39.5,SP_Mag,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
143.5,192.25,243.5,295.5,316,SP_Tim,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
47.2,51,98,174,215.8,Wet_BFL_Dur,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
0,0.15,0.755,3.1340000000000003,9.3124,Wet_BFL_Mag_10,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
0.227,1.5,6.6,18.65,26.540000000000006,Wet_BFL_Mag_50,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
9.2,31,94,163,219.8,Wet_Tim,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
101.4,156.75,249,273,287.4,Peak_Tim_10,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
98,169.5,199,213,252,Peak_Tim_2,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
90,125,162,263.25,290.3,Peak_Tim_5,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
3.4000000000000004,4,5,26,38.599999999999994,Peak_Dur_10,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
1,1,7,29,71.8,Peak_Dur_2,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
1,1.5,2,13.5,47.00000000000002,Peak_Dur_5,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
41.52,41.52,41.52,41.52,41.52,Peak_10,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
27.1,27.1,27.1,27.1,27.1,Peak_2,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
38,38,38,38,38,Peak_5,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
1,1,1,4.5,6.599999999999999,Peak_Fre_10,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
1,1,2,3,6.199999999999999,Peak_Fre_2,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
1,1,1,1.5,4.8000000000000025,Peak_Fre_5,22558244,observed,11051502,ALT,SAR SUPP GAGE NR MENTONE CA,34.10834489,-117.1005911,0.46666666666666673,2,MIXED,low-volume snowmelt and rain
116.8,139.25,185,220.5,245.9,DS_Dur_WS,22555756,observed,11055800,ALT,CITY C NR HIGHLAND CA,34.1438992,-117.1886507,0.4285714285714286,3,RAIN,"flashy, ephemeral rain"
215,230,253,277,301,DS_Tim,22555756,observed,11055800,ALT,CITY C NR HIGHLAND CA,34.1438992,-117.1886507,0.4285714285714286,3,RAIN,"flashy, ephemeral rain"
0,0.01,0.1125,0.91375,2.5194999999999994,DS_Mag_50,22555756,observed,11055800,ALT,CITY C NR HIGHLAND CA,34.1438992,-117.1886507,0.4285714285714286,3,RAIN,"flashy, ephemeral rain"
0.1,0.3,1.6789999999999998,4,7.754399999999998,DS_Mag_90,22555756,observed,11055800,ALT,CITY C NR HIGHLAND CA,34.1438992,-117.1886507,0.4285714285714286,3,RAIN,"flashy, ephemeral rain"
2.5,3,5,8,10,FA_Dur,22555756,observed,11055800,ALT,CITY C NR HIGHLAND CA,34.1438992,-117.1886507,0.4285714285714286,3,RAIN,"flashy, ephemeral rain"
1.7044340675463772,2.384946836032981,4.908014751681179,9.870922866260695,18.0117974950362,FA_Mag,22555756,observed,11055800,ALT,CITY C NR HIGHLAND CA,34.1438992,-117.1886507,0.4285714285714286,3,RAIN,"flashy, ephemeral rain"
2.5,10,22,40,53,FA_Tim,22555756,observed,11055800,ALT,CITY C NR HIGHLAND CA,34.1438992,-117.1886507,0.4285714285714286,3,RAIN,"flashy, ephemeral rain"
0.04761904761904761,0.06147089517625233,0.08074362484205694,0.14285714285714288,0.2643181818181819,SP_ROC,22555756,observed,11055800,ALT,CITY C NR HIGHLAND CA,34.1438992,-117.1886507,0.4285714285714286,3,RAIN,"flashy, ephemeral rain"
31,50,82,115.25,153.40000000000003,SP_Dur,22555756,observed,11055800,ALT,CITY C NR HIGHLAND CA,34.1438992,-117.1886507,0.4285714285714286,3,RAIN,"flashy, ephemeral rain"
15,23.3,50,105,449,SP_Mag,22555756,observed,11055800,ALT,CITY C NR HIGHLAND CA,34.1438992,-117.1886507,0.4285714285714286,3,RAIN,"flashy, ephemeral rain"
